source_id,dataset,split,session_kind,session_root,media_types,rgb_count,mask_count,depth_count,pose_count,file_count,file_size_bytes,sha256,md5,timestamp_start,timestamp_end,timestamp_basis,fps,fps_basis,resolution_width,resolution_height,resolution_consistent,missing_frame_status,missing_frame_count,duplicate_frame_count,corrupt_frame_count,decodability_status,alignment_status,history_roles,is_consumed,is_burned,is_fresh,is_reserved,research_questions_supported
SRC-1cd71bc1571cc4d38ca7,Replay,replay,manifest_only,E:\linnan\linnan\artifacts.local\evidence\ustrf-sensor-replay-r3\source-replacement-lilocbench-v1\bonn-person-tracking-estimator-inputs-v1,structured,0,0,0,0,2,402430,669f45e666dc25c278ffe8ce1c58800000b13005022f78c7a30a45c864a1e4d8,d5198600f87b4a3610d0cf9b9b0310a5,2019-01-23T17:51:22.499+00:00,2019-01-23T17:51:41.903+00:00,filename_or_metadata,29.832950431,timestamp_delta,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,frame_inventory;replay,,,,,runtime/replay regression and causal trace auditing
SRC-1cdf314be5b39accfd92,Unknown,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\riskseg-r0\event-eval\weak-expansion-v2\qn1eNtR0fm1ZJMypjAeec6yr-c7u2zJy,image;rgb;structured,10,0,0,0,12,31150373,daf90bef4697b6dc8dca87af14368ff9592500f0edb661aad18775891b6c5446,e2414c0abacfd73353eef97d0dc46c15,0.0,9000.0,filename_or_metadata,0.001,timestamp_delta,2208,1242,True,rgb:contiguous_numeric_sequence,126,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,event_eval,,,,,RGB continuity/source characterization;detection or tracking development;event-level evaluation input inventory
SRC-1d157582d9b90a8e1270,Unknown,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\r2a2\candidate-traces\C3_DUAL_KEY_CLEARANCE_FSM\95944aaf0c629530039a63b9\attempts\attempt-001-33cca85f9bb9,structured,0,0,0,0,2,569325,402d16588447dd3bffd123a0771988b1274ba41cc2d12021799663cf2d5c09a8,0059567451ab252497766a9975835e3a,2021-04-24T11:25:23.408+00:00,2021-04-24T11:26:28.306+00:00,filename_or_metadata,14.220534537,timestamp_delta,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,frame_inventory,,,,,
SRC-1d18537d1b2ee5c74d11,Synthetic,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\procedural-tactile-smoke-v2-20260713\procedural_evidence,image;rgb;structured,1,0,0,0,2,3258,3579a1cfd184fece5c4de2525a17ae0f006188a5fd258432d4522dba67247849,b0a86401738173f4f6177822b58db528,,,not_evaluable,,not_evaluable,1920,1080,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,regression;synthetic,,,,,RGB continuity/source characterization;detection or tracking development
SRC-1d1ad5562bba1a83b895,SANPO,test,media_session,E:\linnan\linnan\artifacts.local\evidence\riskseg-r0\event-eval\materialized-v6\rwz-boundary-cross,image;mask;rgb,127,126,0,0,253,410511460,6c40aaf9b5c589b071878bdd8cc75bcea9e82601031793bde9b33261e3977510,db27e3bc786b8779c0f4770e9f15f56d,,,not_evaluable,,not_evaluable,2208,1242,True,mask:contiguous_numeric_sequence;rgb:contiguous_numeric_sequence,0,0,0,all_profiled_readable,partial_or_misaligned_by_frame_key,event_eval,,,,,RGB continuity/source characterization;detection or tracking development;pixel-level segmentation or mask label audit;RGB-mask spatial alignment;traversability/segmentation development or regression;event-level evaluation input inventory;gap localization only; not an aligned multimodal effect claim
SRC-1d1fa20d440470ae8ce2,Synthetic,train,media_session,E:\linnan\linnan\artifacts.local\datasets\public-silver-r720-synthetic-static-counterfactuals-20260719,image;mask;rgb;structured,12,1,0,0,16,17705844,00bd8cfd218593745d9031f34b9c9bd13a7ef0aadbef128c68ead850592e4ed9,16f568f1fd6d727eef9490b76d24d460,,,not_evaluable,,not_evaluable,1280,720,True,rgb:not_evaluable,0,2,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,synthetic,,,,,RGB continuity/source characterization;detection or tracking development;pixel-level segmentation or mask label audit;RGB-mask spatial alignment
SRC-1d235f6f44eaabc345d2,SANPO,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\public-video-device-run\sanpo-pqsd-open-sidewalk-gpt5-current-20260716\device_artifacts\public-video-edge-inference\20260715T160944Z,structured,0,0,0,0,1,8680,a885e0d9a23e54b22d24b923ced3754ebd314157c244d008cbe93eafa42131ae,d46705d10a65f5c94a88665b8b6b0cca,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,,,,,,traversability/segmentation development or regression
SRC-1d2a1fc5f32303010f90,SANPO,train,media_session,E:\linnan\linnan\artifacts.local\evidence\public-video-provisional-training-r7-20260717\sanpo-jtmy-horse-carriage-gpt5-20260716,mask;structured,0,1,0,0,3,6885,d54b93a0792b3b460fc9983fc5ab2c900d123b825a99d1499cdf006b413f58d3,bc443846a69e1471524be560b02bd67c,,,not_evaluable,,not_evaluable,,,True,mask:not_evaluable;metadata:not_evaluable,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,train,,,,,pixel-level segmentation or mask label audit;RGB-mask spatial alignment;traversability/segmentation development or regression
SRC-1d2edbff86e5e39ebae6,SANPO,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\public-video-device-run\sanpo-pqsd-open-sidewalk-gpt5-current-20260716\device_artifacts\public-video-edge-inference\20260715T151848Z,structured,0,0,0,0,1,3494,2de2c53e4bef2572b4c01ca9675c909fba80bb99a5955bee19e4e6b408364912,330567ba954013dab022a1ad9afd0d9e,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,,,,,,traversability/segmentation development or regression
SRC-1d3dc8543a3afc2c2506,SANPO,dev,media_session,E:\linnan\linnan\artifacts.local\evidence\datasets\sanpo-v3-canonical-evidence-v4-20260713\procedural_evidence\guidetwsi_sanpo_procedural_v1_procedural_lowlight_dev_04_000005,image;mask;structured,0,2,0,0,3,22574,09ce8a2685401e123d2bbe1b25db0cbff7bad2381ead36089902ea12820872f0,a5dd99d9bf04d63818512014122b8f94,,,not_evaluable,,not_evaluable,,,False,mask:not_evaluable,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,development;source_native_truth,,,,,pixel-level segmentation or mask label audit;RGB-mask spatial alignment;traversability/segmentation development or regression
SRC-1d3ea5d8481f6f868728,JRDB,calibration,manifest_only,E:\linnan\linnan\artifacts.local\datasets\ustrf-canonical-observation-source-authority-data-pack-r0\jrdb_toolkit\calibration\indi2stitch_mappings,structured,0,0,0,0,5,144384640,805117b0e2f996aedc47325845e704062a29313efc8076677a735fdd841a090c,26bcdb0172cc75a3f5ffc69bb0192289,,,not_evaluable,,not_evaluable,,,True,metadata:contiguous_numeric_sequence,4,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,calibration;replay,,,,,2D/3D person-label and point-cloud support audit;RGB timestamp/calibration/pose authority diagnostics;runtime/replay regression and causal trace auditing
SRC-1d429c285fa2826a9513,SANPO,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\public-video-device-run\sanpo-we-center-gpt5-current-v2-20260716\device_artifacts\public-video-edge-inference\20260715T163149Z,structured,0,0,0,0,1,8371,6a47e577eb910609878e2235ba4e62ed4af24d024fd8ada7aeeb984abe314f4e,52cd47b295fa47487ccaf3598490d4cd,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,,,,,,traversability/segmentation development or regression
SRC-1d6525acb198b68b2c42,Unknown,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\riskseg-act-a0\actionability-readiness-v1\passes\CURRENT_A\media\a0_400cd6503f2339c225ad796b,image;rgb,2,0,0,0,2,379820,63416c0e5918ea59227197c30283bc68edae9c9ea5dff03445a897fab85b6832,7ae778f3d9b47e5c9c1a35d1c966515e,,,not_evaluable,,not_evaluable,,,False,rgb:not_evaluable,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,,,,,,RGB continuity/source characterization;detection or tracking development
SRC-1d6bc7879db5634583e9,Unknown,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\riskseg-act-a0\actionability-readiness-v1\passes\HINDSIGHT_B\media\a0_da71036034c4f792a118088d,image;rgb,22,0,0,0,22,5358614,159e7b42f1c4d08dfc1f9502fa4144981304bd12fd00e632a6dc75bd8cb839d3,b4abfedf6c5cbeb7f6f5e51626530f0f,,,not_evaluable,,not_evaluable,,,False,rgb:contiguous_numeric_sequence,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,,,,,,RGB continuity/source characterization;detection or tracking development
SRC-1d6c47ed258888c0c058,SANPO,test,media_session,E:\linnan\linnan\artifacts.local\evidence\datasets\blindassist-sanpo-dev-center-obstacle-geometry-draft-20260712,image;mask;rgb;structured,50,51,0,0,105,180415736,e0bdb21c038cc81dcf83ebd56b3d991a4b46b437a4db557a55f269fc544b4312,c6a796229b6f3b967553fafaa839d8bf,0.0,36000.0,filename_or_metadata,0.01,timestamp_delta,2208,1242,True,mask:contiguous_numeric_sequence;rgb:contiguous_numeric_sequence,0,0,0,all_profiled_readable,aligned_by_frame_key,development,,,,,RGB continuity/source characterization;detection or tracking development;pixel-level segmentation or mask label audit;RGB-mask spatial alignment;traversability/segmentation development or regression
SRC-1d757adf0653b98d2242,SANPO,train,media_session,E:\linnan\linnan\artifacts.local\evidence\datasets\hftf-r3-1-q031-sanpo-0e18c859-25frames-20260801,archive;image;mask;rgb;structured,25,25,0,0,77,94854879,9d2e2c24a7967f234cf327fe6ee0fbce60da2530841505cdc468766a4299417f,1a1ff9f459c5bcd8aab0e20e70b8b2c9,0.0,4800.0,filename_or_metadata,0.005,timestamp_delta,2208,1242,True,archive:not_evaluable;mask:contiguous_numeric_sequence;rgb:contiguous_numeric_sequence,0,1,0,all_profiled_readable,aligned_by_frame_key,replay,,,,,RGB continuity/source characterization;detection or tracking development;pixel-level segmentation or mask label audit;RGB-mask spatial alignment;traversability/segmentation development or regression;runtime/replay regression and causal trace auditing
SRC-1db358d2450fe3d591c7,Unknown,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\riskseg-r0\event-eval\sparse-boundary-successor-v1-review,structured,0,0,0,0,1,3567,0a22eccbc93c1e94aa936367e43db9231272634c6c122f857593d623d2cd17ad,b9a4035d7823a611c69927d7adfb2191,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,event_eval,,,,,event-level evaluation input inventory
SRC-1dbae91f59d117b543d9,SANPO,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\public-video-device-run\sanpo-gie8-cafe-sidewalk-gpt5-current-20260716\device_artifacts\public-video-edge-inference\20260715T160227Z,structured,0,0,0,0,1,8380,f7d512e01043c933c7a1c5196332bc3698eccdabf1831ca88161e62bd1d1812f,4e89d45a152ba2d079d8aedc43a8a80a,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,,,,,,traversability/segmentation development or regression
SRC-1dc1db055e2e954ce3c4,SANPO,replay,manifest_only,E:\linnan\linnan\artifacts.local\evidence\datasets\hftf-r3-1-q036-sanpo-0fea0c68-25frames-20260801\qa,structured,0,0,0,0,1,280,6811a8c1d89a7787dfbd8b0b60310551a0a416fbd89c73b24a73607e59026816,d27cf3f680d1beb3d8aef8622c20be67,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,replay,,,,,traversability/segmentation development or regression;runtime/replay regression and causal trace auditing
SRC-1dc88ad3f2409f3d2cfe,Unknown,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\r2a2\candidate-traces\C2_ROUTE_OCCUPANCY_EPISODE_FSM\1575b9b303292d99497ad4b5,structured,0,0,0,0,1,2157,130bc1b3141ff81a54df57a96beae1ba644b3943c02a8b667aee91bc9e9b630d,082a5c44205dc9e8fdf15f9c8f5e7eb4,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,frame_inventory,,,,,
SRC-1dcf8139f8a0c3a3528d,RCLE-composite,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\rcle_source_discovery_r3\successor_r2_preflight\dlr\extreme_geometry__dodecagon_01,pose;structured,0,0,0,1,1,1796,37384bc98475f8caeb9f1d69879d8fab092d5cd5724f5fa2edac27c01d2fdc27,46c791077cfff8cf5f732065e6ff9f0d,2021-10-14T09:00:54.566+00:00,2021-10-14T09:03:33.796+00:00,filename_or_metadata,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,,,,,,pose/trajectory availability and temporal alignment;egomotion or motion-attribution diagnostics
SRC-1de06970b1d471f3c388,Replay,replay,manifest_only,E:\linnan\linnan\artifacts.local\downloads\ustrf-sensor-replay-r3\lilocbench\lt_changes_dynamics_0\extracted_front\camera_front\color,structured,0,0,0,0,1,526,ee85f35d5bcc0565d1dea0930438670e52ff8a88b1182392ea93297c78d5dba0,64ddef75be499074d141f9a17ddc7e0a,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,replay,,,,,runtime/replay regression and causal trace auditing
SRC-1de6651c89057249ffa7,Unknown,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\riskseg-r0\event-eval\sparse-boundary-tail-v1-review,structured,0,0,0,0,1,2903,949513b05fc208d9f11cc67fe6b695e75ceac20e07ab45df97b17849a3f30e3d,52c25bd827035df660fa0ac749683b01,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,event_eval,,,,,event-level evaluation input inventory
SRC-1ded3edf55b41fcbb9ae,Replay,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\dual-loop-segmentation-model-selection-r1\ddrnet23_slim\int8\onnx2tf_float_scales2,structured,0,0,0,0,1,336,3af26a56b28736f88b39fb7d22cd822ab616319ceeea388d534e09a57795c153,a6ba73f8463b4d97228c137e6aeb500f,,,not_evaluable,,not_evaluable,,,True,metadata:not_evaluable,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,replay;segmentation,,,,,runtime/replay regression and causal trace auditing
SRC-1df7061f2c1ae5df963f,Unknown,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\riskseg-r0\event-eval\unified-review-v5-final\isolated-a,structured,0,0,0,0,1,27367,a8fccf6feace3fed814ced67ac524f4b50aa29a2819dac0be6f002100fd0138b,9eb6aa1d07d832e8f5ce32e046015796,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,event_eval,,,,,event-level evaluation input inventory
SRC-1e0799d6bbace0ab6e40,SANPO,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\public-video-device-run\sanpo-3ok-plaza-gpt5-current-20260716\device_artifacts\public-video-edge-inference\20260715T160944Z,structured,0,0,0,0,1,8680,63417e8222b4c8fc85faa1db54647e7bb8ccfdcf6918f2d4c003b6847d9898fa,799fd7cad47f1c13dd33cd466b49b2c4,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,,,,,,traversability/segmentation development or regression
SRC-1e0929555577c0c21e26,Synthetic,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\rcle_periodic_self_motion_counterfactual_r2\qms_r1_clean_motion_component_localization_r0\stage1\clusters\MCL_R0_ADVIO_17_S1\MCL_R0_ADVIO_17_S1__ROTATION_ONLY__CLEAN,structured,0,0,0,0,3,3999489,f25f986f0c47820af72a8200a90b2d321c66fd23ca8ebe677e4c0ed44c9b9aac,aa1cc21d33a7a547cdd8f736f872d5a0,0.311522,10.32899,filename_or_metadata,59.995200384,timestamp_delta,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,frame_inventory;synthetic,,,,,
SRC-1e1305483415287cd425,SANPO,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\datasets\sanpo-v3-canonical-v3-20260713\procedural_evidence\guidetwsi_sanpo_procedural_v1_procedural_tactile_blind_01_000034,image;mask;structured,0,2,0,0,3,22901,8b1ef0b426ebf8090f21298abecba66d3686c3f9bcc2b35e0c76a954442cdb5e,6924851a060212b980423626a427d203,,,not_evaluable,,not_evaluable,,,False,mask:not_evaluable,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,source_native_truth,,,,,pixel-level segmentation or mask label audit;RGB-mask spatial alignment;traversability/segmentation development or regression
SRC-1e2923b69994afed1716,SANPO,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\public-video-device-run\sanpo-j4p-center-gpt5-20260715\device_artifacts\public-video-edge-inference\20260715T151848Z,structured,0,0,0,0,1,3494,71d61a4a584a92bbae92a7908bf523ef3d193f09b0b5647e91c8dfb669943f9b,f20b387ff065d4a66bb03f20d07e93c2,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,,,,,,traversability/segmentation development or regression
SRC-1e33cc8bd83a23c9c19f,Unknown,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\riskseg-r0\event-eval\weak-expansion-v2\wHbdubn2UcxgoE5qVOtwQhJJw2AlZLzC,image;rgb;structured,10,0,0,0,12,35675123,9b5afc3efd0d4e044f959e71894c39587b9fcf56399c615d8b1892717b01ba06,6fb3a9bc1d21c4a9c58e3d3aae067cf2,0.0,9000.0,filename_or_metadata,0.001,timestamp_delta,2208,1242,True,rgb:contiguous_numeric_sequence,126,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,event_eval,,,,,RGB continuity/source characterization;detection or tracking development;event-level evaluation input inventory
SRC-1e3cd2e8193dc6a68bba,SANPO,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\public-video-device-run\sanpo-gie8-cafe-sidewalk-gpt5-current-20260716\device_artifacts\public-video-edge-inference\20260715T160944Z,structured,0,0,0,0,1,8680,7e487d6af8475896462a5c2ce9ec957c05162a2802fe041fc4ff4f31031d3f79,ce851ad5927cfed54219368584c69fcb,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,,,,,,traversability/segmentation development or regression
SRC-1e556ee090e5cbcee940,SANPO,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\riskseg-r0\event-eval\materialized-v2\yGcmWEL64jMkK-ic2NWpFK4cpsCoJ8pN_366_100\qa\boxed,image;rgb,100,0,0,0,100,12207084,65c065e7ad7789c79c4d31e6b4d62c2ae87328d4fe8dff071140d07329e2a56b,c8432cebc9cba52a769940cb90f71c62,,,not_evaluable,,not_evaluable,960,540,True,rgb:contiguous_numeric_sequence,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,event_eval,,,,,RGB continuity/source characterization;detection or tracking development;traversability/segmentation development or regression;event-level evaluation input inventory
SRC-1e56fe32506529703150,Unknown,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\riskseg-act-a0\actionability-readiness-v1\passes\CAUSAL_B\media\a0_07370ffaf3214afda6adecc3,image;rgb,12,0,0,0,12,3134873,4eaa00f2d736c18915113f06e079525cd0e3132127901ff3107d390b6e1d936e,2e9a378a58562ae8a0655f478a8830c0,,,not_evaluable,,not_evaluable,,,False,rgb:contiguous_numeric_sequence,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,,,,,,RGB continuity/source characterization;detection or tracking development
SRC-1e651f02c4abaec8138d,Unknown,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\datasets\ub-visiogeoloc-cc0-seq10-20260715\yunet_redacted_rgb,rgb;structured,1,0,0,0,1,161413,427bb338d0d7153b664255fb4ec0d07d18fefb8613dc7953fc96134c99569ddc,6b402b58c0f980897f20ae6d38a31bb1,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,frame_inventory,,,,,RGB continuity/source characterization;detection or tracking development
SRC-1e79c9b1e42ecd2e3b4f,Unknown,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\model-matrix-depth-env-smoke-r0\jobs\depth_anything_v2_riskseg_r0,depth;structured,0,0,2,0,2,3563,4b37a58c35fe376781be501b91a1780811236a4c4f87bc978bf735f52c6fc476,d2f09f6afa474d8986d478eba29b7489,0.0,0.0,filename_or_metadata,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,regression,,,,,depth availability/quality and RGB-depth alignment;geometry or occlusion mechanism diagnostics
SRC-1e7fe135ab6e9f73f404,Synthetic,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\rcle_periodic_self_motion_counterfactual_r2\qms_r1_r3_rotation_leakage_source_localization_pilots\pilot_w1_r4\clusters\PILOT_ONLY_R3_LOC_R0_C4,structured,0,0,0,0,3,130607,60b44b398e1585f882ac550ab4c302c245263ecff892d98ad2e741108e36f39a,7e2c0e675304aa2052970c7d6c2486e3,0.0,0.13333333333333333,filename_or_metadata,60.0,timestamp_delta,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,synthetic,,,,,
SRC-1e9340037c3f0e84490c,SANPO,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\datasets\sanpo-v3-source-utp-20260713\qa,structured,0,0,0,0,3,12627,b471432ffde93896c268ed4724168049fdc3700d3e210f7458caf8c624d742c1,63c1a6682ae342a95e1127448ceba499,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,,,,,,traversability/segmentation development or regression
SRC-1e974e1b04574267dd8c,Synthetic,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\rcle_periodic_self_motion_counterfactual_r2\qms_r1_formal_activation_preflight_r0\w8\sequences\QMSR1_PREFLIGHT_ADVIO_14_FACTORIAL_00__PERIODIC_6DOF_SELF_MOTION__CLEAN,structured,0,0,0,0,1,1541,1d4d87ba43a43fe135b643bed965a7ae60c98aa6c106bb7e6d3a07f214f281b5,93ae533a3a5ebdae717134e5e9391e24,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,confirmation;frame_inventory;synthetic,,,,,
SRC-1ea8f3f4614b18160183,Unknown,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\r2a2\candidate-traces\C2_ROUTE_OCCUPANCY_EPISODE_FSM\7d8eaed7c175dfffb20b2240,structured,0,0,0,0,1,2157,d1973c050ff80c455ee7e252a4419c60ab12b9c95a4a3aa54791a99a5fd71c47,f7c64fcfe3c27362ff77df34d6d425f7,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,frame_inventory,,,,,
SRC-1eaa235f795491f34136,Unknown,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\riskseg-act-a0\actionability-readiness-v1\passes\HINDSIGHT_A\media\a0_6ee0d031c66bb4786af17279,image;rgb,22,0,0,0,22,5372719,6d16fe3b8984a3f2364105acd694ebde081edcdf9f32d7180da7ff8bf1643e82,0a5938011bed1d21ba7f0c161ab22fa5,,,not_evaluable,,not_evaluable,,,False,rgb:contiguous_numeric_sequence,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,,,,,,RGB continuity/source characterization;detection or tracking development
SRC-1eb1d318d8c4ff0121ee,Replay,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\hftf\stage-c-d2-six-source-media-acquisition-20260802\staging\s\01-d4c3cfd48215,pose;structured,0,0,0,13,15,0,,,,,not_evaluable,,not_evaluable,,,True,pose:contiguous_numeric_sequence,0,1,15,partial_or_failed,not_evaluable_single_modality_or_non_frame_pose,replay,,,,,pose/trajectory availability and temporal alignment;egomotion or motion-attribution diagnostics;runtime/replay regression and causal trace auditing
SRC-1eb3b10f5bb9083c6530,SANPO,test,media_session,E:\linnan\linnan\artifacts.local\evidence\riskseg-r0\event-eval\materialized-v3\jp-depart,image;mask;rgb;structured,60,61,0,0,125,228088585,f3551c9ff27be5bbb22035801faf79d878ee5c5bf35d816ca8e78f31c7f4993b,401985284dd83e0a8c7333594f90607c,0.0,13400.0,filename_or_metadata,0.01,timestamp_delta,2208,1242,True,mask:contiguous_numeric_sequence;rgb:contiguous_numeric_sequence,0,0,0,all_profiled_readable,aligned_by_frame_key,event_eval,,,,,RGB continuity/source characterization;detection or tracking development;pixel-level segmentation or mask label audit;RGB-mask spatial alignment;traversability/segmentation development or regression;event-level evaluation input inventory
SRC-1eb69022b2973190877f,Bonn,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\rcle_phase_b_bonn_entry_r0\metadata_gate_r0,structured,0,0,0,0,2,18680,5b6ca4b5233af1777cb812fba47f4ffeb01344edf61ba46e2db5436bc2cfbce8,47f9f827145d8fc9bb7bc4301c6ec39d,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,,,,,,RGB-D/egomotion geometry interface diagnostics
SRC-1ebdd7adb7577586837b,RCLE-composite,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\rcle_source_discovery_r3\successor_r3_preflight\m3ed\car_urban_night_penno_small_loop_darker,pose;structured,0,0,0,1,1,4299,e37a7600bbf1d428bcc7c7ffeb402511b5aca5f1abcfa3f732c45f90e9651055,54dd1978cbdd7c487a98cc5da61dbaf8,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,,,,,,pose/trajectory availability and temporal alignment;egomotion or motion-attribution diagnostics
SRC-1ec807fff36e2a512117,Replay,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\dual-loop-segmentation-technical-smoke-r0\visualizations,image;pose;rgb,4,0,0,2,6,2201694,db241676f32e172e1a605ce5e8a04496a311baa7d5255bdb978faa22c74bd08b,9ab1125c2a0bca8a58841059878cb587,2021-03-27T11:51:18+00:00,2021-03-27T11:51:18+00:00,filename_or_metadata,,not_evaluable,640,480,True,pose:not_evaluable;rgb:not_evaluable,0,2,0,all_profiled_readable,aligned_by_frame_key,regression;replay;segmentation;self_collected,,,,,RGB continuity/source characterization;detection or tracking development;pose/trajectory availability and temporal alignment;egomotion or motion-attribution diagnostics;runtime/replay regression and causal trace auditing
SRC-1ecb3bebce16148c40d7,Unknown,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\riskseg-act-a0\actionability-readiness-v1\passes\CURRENT_A\media\a0_3814e9b0192f5302ea3b6792,image;rgb,2,0,0,0,2,249756,47d55275ed1b41483d0bf0ed8def4c1c14c0c6645f5f4c9d867b4d6655c86ddd,41a9a6a4850b0544df4fdb9ea6c228f3,,,not_evaluable,,not_evaluable,,,False,rgb:not_evaluable,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,,,,,,RGB continuity/source characterization;detection or tracking development
SRC-1ed0164797adcf167504,SANPO,replay,manifest_only,E:\linnan\linnan\artifacts.local\evidence\datasets\hftf-r3-1-q014-sanpo-07df97de-25frames-20260801\qa,structured,0,0,0,0,1,280,917b56d983302cffa1a4b9f8372210d0b4ce7af3c318d982deb7e35bb65785b4,8291099e9401e081ea75238b13a312a2,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,replay,,,,,traversability/segmentation development or regression;runtime/replay regression and causal trace auditing
